ingredient_name,rating,benefits,categories,info
Aleurites Moluccana Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]","[""Also called candlenut or kukui nut oil"", ""Rich in hydrating fatty acids"", ""Contains anti-aging tocopherols"", ""Imparts a rich, emollient feel to moisturizers""]"
Albatrellus Confluens (Mushroom) Extract,Best,"[""Soothing"", ""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]","[""Source of antioxidants that promote youthful-looking skin"", ""Has a pronounced soothing effect on skin"", ""Excellent for sensitive, redness-prone, reactive skin"", ""Another name for the edible Northern Truffle mushroom""]"
Alaria Esculenta Extract,Best,"[""Hydration"", ""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Texture Enhancer""]","[""Type of edible brown algae harvested in Europe and Ireland"", ""Rich source of amino acids, antioxidants and minerals"", ""Proven to help offset factor in skin that lead to decreased firmness"", ""Considered safe as used in cosmetics""]"
Akebia Quinata (Chocolate Vine) Stem Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Stem from a vining plant whose flowers smell like chocolate.Good source of soothing, redness-reducing antioxidants.Shown to help protect skin from oxidative damage.Helps maintain a firm look and feel.""]"
Ahnfeltiopsis Concinna Extract,Best,"[""Hydration"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Humectant""]",[]
Adenosine Triphosphate,Best,"[""Soothing"", ""Anti-Aging""]","[""Antioxidant""]","[""Also called ATPPresent in all living cells"", ""Soothing ingredient and antioxidant"", ""Provides energy for numerous body functions"", ""Ruled safe as used in cosmetics""]"
Adenosine Phosphate,Best,"[""Soothing""]","[""Antioxidant""]",[]
Adenosine,Best,"[""Soothing""]","[""Plant Extracts""]","[""Helps improve the visible appearance of wrinkles"", ""Has soothing properties"", ""Also smooths skin's surface""]"
Adansonia Digitata Seed Oil,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Seed oil from the Adansonia digitata (AKA baobab) tree"", ""High fatty acid content that helps hydrate and soothe"", ""Phenols present assist in anti-aging antioxidant benefits"", ""CIR Expert Panel concluded it\u2019s safe for use in cosmetics""]"
Adansonia Digitata Seed Extract,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Plant extract from the baobab tree indigenous to Africa"", ""Rich in skin-nourishing amino acids and fatty acids"", ""Contains phenolic and flavonoid compounds that exhibit strong antioxidant benefits"", ""Noted in research for skin-soothing effects""]"
Active Ingredient,Best,"[""Anti-Aging"", ""Anti-Acne"", ""Dark Spot Fading""]",[],"[""Regulated ingredients approved to perform a specific drug- or drug-like skin care function"", ""Listed with their concentration and a short description of how they work"", ""Must also be accompanied by instructions detailing how to apply"", ""Examples include benzoyl peroxide and salicylic acid for acne""]"
Actinidia Chinensis (Kiwi) Fruit Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Excellent source of antioxidants"", ""Defends against effect of pollutants"", ""Good source of lutein""]"
Achillea Millefolium Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Antioxidant that supports healthy skin"", ""Can rejuvenate skin\u2019s surface"", ""Helps soothe""]"
Acetyl Zingerone,Best,[],"[""Antioxidant"", ""Plant Extracts""]","[""Potent, ginger-derived antioxidant"", ""Helps offset numerous visible signs of aging from environmental damage"", ""Very good stability in the presence of UV light"", ""Plays a role in protecting skin from airborne pollutants"", ""Also has longevity benefits to enhance skin health""]"
Acetyl Tetrapeptide-9,Best,"[""Anti-Aging""]","[""Peptides"", ""Humectant""]","[""\u201cSignal peptide\u201d with anti-aging benefits"", ""Supports skin\u2019s firmness and elasticity"", ""Touted for hydrating/plumping effects"", ""Lab-engineered (synthetic)""]"
Acetyl Tetrapeptide-5,Best,"[""Anti-Aging"", ""Soothing""]","[""Peptides"", ""Humectant""]",[]
Acetyl Tetrapeptide-2,Best,"[""Anti-Aging"", ""Soothing""]","[""Peptides""]","[""Synthetic peptide"", ""Support skin\u2019s extracellular matrix"", ""Encourages healthy levels of elastin"", ""Has skin soothing properties""]"
Acetyl Tetrapeptide-11,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides""]","[""A synthetic peptide"", ""Helps skin become healthier by interacting with a signaling protein in skin\u2019s surface"", ""Assists in keeping skin's architecture firm""]"
Acetyl sh-Hexapeptide-5 Amide Acetate,Best,"[""Anti-Aging""]","[""Peptides""]","[""Helps reinforce skin\u2019s firmness and resilience"", ""Topical use helps improves skin\u2019s tautness"", ""Considered gentle on skin"", ""Synthetic peptide based on the binding and anchoring protein fibronectin""]"
Acetyl Hexapeptide-8,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides"", ""Humectant""]","[""AKA agireline and acetyl hexpeptide-3Has water-binding abilities"", ""Offers skin-restoring properties"", ""Synthetically derived"", ""Is considered a neurotransmitter-inhibiting peptide""]"
Acetyl Hexapeptide-37,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides"", ""Humectant""]","[""Synthetic peptide"", ""Composed of amino acids (alanine, proline, serine, and glycine)Works with water channels in skin\u2019s surface layers"", ""Helps provide balanced hydration between skin\u2019s layers""]"
Acetyl Hexapeptide-1,Best,"[""Anti-Aging"", ""Hydration""]","[""Peptides"", ""Humectant""]","[""A synthetic peptide"", ""Composed of the amino acids"", ""Helps skin better defend itself from environmental aggressors"", ""Can also help promote a visibly more even skin tone""]"
Acetyl Glucosamine,Best,"[""Hydration"", ""Soothing"", ""Evens Skin Tone""]","[""Antioxidant"", ""Humectant""]","[""Multi-purpose antioxidant"", ""Plays a role in improving discolorations"", ""Offers skin-calming properties"", ""Helps skin make its own hyaluronic acid""]"
Acetyl Dipeptide-1 Cetyl Ester,Best,"[""Anti-Aging""]","[""Peptides""]","[""Lab-made anti-aging peptide that promotes firmer skin"", ""Bio-identical to a skin-natural peptide that aids elasticity"", ""Used as part of a blend with butylene glycol and hydroxyethylcellulose"", ""Soothing effect offsets stinging and burning sensations on skin""]"
Acetyl Cysteine,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant""]",[]
Acetyl Carnitine HCL,Best,"[""Hydration""]","[""Antioxidant""]",[]
Acerola Fruit Extract,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""A fruit extract also known as Malpighia emarginata"", ""Potent source of antioxidants that helps protect skin from external agents"", ""Contains skin hydrating polysaccharides"", ""Sometimes referred to as a \""superfruit\""""]"
Acai,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Potent source of skin-beneficial antioxidants"", ""Contains ferulic acid and epicatechin"", ""Helps protect skin from environmental aggressors""]"
3-O Ethyl Ascorbic Acid,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Dark Spot Fading""]","[""Antioxidant""]","[""A more stable derivative of pure vitamin CCapable of helping fade dark spots"", ""Has water- and oil-soluble properties"", ""Offers anti-aging benefits on par with vitamin C""]"
Zingiber Zerumbet Extract,Worst,"[""Hydration""]","[""Plant Extracts"", ""Humectant"", ""Irritant""]",[]
Zingiber Zerumbet,Worst,"[""Hydration""]","[""Plant Extracts"", ""Humectant"", ""Irritant""]",[]
Zinc Carbonate,Worst,[],"[""Occlusive/Opacifying Agent""]",[]
Zanthoxylum Piperitum Fruit Extract,Worst,[],"[""Irritant"", ""Plant Extracts"", ""Antioxidant""]",[]
Zanthoxylum Piperitum,Worst,[],"[""Irritant"", ""Plant Extracts"", ""Antioxidant""]",[]
Ylang Ylang,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
Xi Xin,Worst,[],[],"[""Also called Chinese wild ginger"", ""Oil form of xi xin can sensitize skin"", ""The extract has soothing properties""]"
Witch Hazel,Worst,"[""Oil Control""]","[""Irritant"", ""Plant Extracts"", ""Antioxidant""]","[""Commonly used plant extract from the Hamamelis virginiana shrub"", ""Can have potent astringent, anti-irritant, and skin soothing properties"", ""Its high tannin content can also make it sensitizing to skin"", ""Can be derived from different parts of the plant""]"
Wild Ginger,Worst,[],"[""Plant Extracts"", ""Irritant""]",[]
White Oak Bark Extract,Worst,[],"[""Plant Extracts"", ""Irritant""]",[]
Volatile Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant""]",[]
Vetiver Oil or Extract,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
Verbena Extract,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
The Difference Between UVA and UVB Rays,,[],[],[]
Tormentil Extract,Worst,"[""Hydration""]","[""Irritant"", ""Plant Extracts"", ""Humectant""]",[]
Thymus Vulgaris Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
Thyme Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant""]",[]
TEA-Lauryl Sulfate,Worst,[],"[""Cleansing Agent""]","[""Also known as triethanolamine lauryl sulfate"", ""Functions as a surfactant"", ""Drying to skin and hair"", ""Significant skin irritant in high concentrations""]"
Tangerine Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Plant Extracts"", ""Emollient""]",[]
Szechuan Peppercorn,Worst,[],"[""Irritant"", ""Plant Extracts"", ""Antioxidant""]",[]
Symphytum Officinale Extract,Worst,[],"[""Plant Extracts""]","[""Plant extract with some potential skin benefits"", ""Contains pyrrolizidine alkaloids, associated with health risks"", ""Safety profile remains uncertain due to limited research"", ""Best to avoid when it comes to personal care products""]"
Styrax Benzoin Resin Extract,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]","[""A resin derived from Styrax benzoin trees"", ""Contains volatile, skin-sensitizing aromatic compounds"", ""Has a warm, vanilla scent"", ""Can also be used as a part of preservative blends""]"
Styrax Benzoin,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]","[""Family of trees native to Asia"", ""Generates plant-based oils, extracts, gums and resins"", ""Used as perfuming agents in cosmetics"", ""Can cause skin-sensitization""]"
Star Anise,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Plant Extracts"", ""Antioxidant""]",[]
Spearmint Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
Sodium Thioglycolate,Worst,[],"[""Antioxidant"", ""Irritant""]",[]
Sodium Tallowate,Worst,[],"[""Cleansing Agent"", ""Irritant""]","[""Sodium salt of tallow"", ""Made through a process involving lye"", ""Has a high p"", ""HCan cause skin barrier damage and irritation""]"
Sodium Silicate,Worst,[],"[""pH Adjuster/Stabilizer"", ""Irritant""]",[]
Sodium Lauryl Sulfate,Worst,[],"[""Cleansing Agent"", ""Irritant""]",[]
Sodium Carbonate,Worst,"[""Oil Control""]","[""Absorbent"", ""Irritant""]",[]
Sodium C14-16 Olefin Sulfonate,Worst,[],"[""Cleansing Agent"", ""Irritant""]","[""A powerful anionic (water- and oil-loving) surfactant"", ""Has cleansing and foaming properties"", ""Often used in skin, body, hair and home care products"", ""Can disrupt the skin barrier, causing dryness and sensitization""]"
Sodium Borate,Worst,[],"[""pH Adjuster/Stabilizer""]",[]
Soap,Worst,[],"[""Cleansing Agent"", ""Irritant""]","[""True \u201csoaps\u201d are regulated by the Consumer Product Safety Commission"", ""Made up solely of fats and alkali"", ""Most soaps are considered very drying due to their alkaline base""]"
Sisymbrium Irio Seed Oil,Worst,"[""Hydration""]","[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]","[""Essential oil extracted from a plant commonly known as \u201cLondon rocket\u201dContains fragrant compounds that can be harmful when applied topically to skin"", ""Also contains antioxidants and fatty acids"", ""Has a yellow to greenish brown oily liquid appearance""]"
Silver,Worst,[],"[""Irritant"", ""Coloring Agent/Pigment""]",[]
SD Alcohol 40,Worst,[],"[""Irritant""]",[]
SD Alcohol,Worst,[],"[""Irritant"", ""Solvent""]","[""Is a volatile alcohol, also known as specially denatured alcohol"", ""Can cause skin dryness and potential barrier disruption"", ""Most commonly functions as a solvent in cosmetic formulas"", ""Also has anti-foaming and astringent properties""]"
Sausurrea Oil,Worst,[],"[""Irritant"", ""Fragrance: Synthetic and Natural"", ""Plant Extracts""]",[]
Sandalwood Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]",[]
Rosewood Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]","[""Also called bois de rose oil"", ""Primarily used as a fragrance ingredient"", ""Contains high amounts of sensitizing linalool""]"
Rose Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]",[]
Rosemary Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]","[""Oil from the rosemary plant"", ""Long used in traditional folk medicine"", ""Volatile compounds can lead to irritation, including allergic contact dermatitis"", ""Milder reactions after topical exposure include itching and redness""]"
Rose Flower Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]",[]
Rose Flower,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]",[]
Rosa Gallica Flower Extract,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant"", ""Plant Extracts""]","[""Also known as French rose extract"", ""Used as a perfuming agent for its floral scent"", ""Contains volatile compounds that can irritate skin"", ""Offers antioxidant properties""]"
Rosa Damascena Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]",[]
Rosa Damascena Flower Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Antioxidant""]","[""Essential oil obtained from the petals of the damask rose"", ""Poses a risk of irritation to skin due to its volatile fragrant compounds"", ""Requires a large amount of Rosa damascena petals to yield a small amount of the oil""]"
Robinia Pseudoacacia Extract,Worst,[],"[""Irritant"", ""Plant Extracts"", ""Antioxidant""]",[]
Quince Seed,Worst,[],"[""Irritant"", ""Plant Extracts"", ""Texture Enhancer""]",[]
Quercus Infectoria Extract,Worst,[],"[""Irritant"", ""Plant Extracts""]","[""Plant-derived extract from a species of oak"", ""Can cause skin sensitivity""]"
Quercus Alba Bark Extract,Worst,[],"[""Plant Extracts"", ""Irritant""]",[]
Quercus,Worst,[],"[""Irritant"", ""Plant Extracts""]",[]
Pyrus Cydonia,Worst,[],"[""Plant Extracts"", ""Irritant""]",[]
Pumice,Worst,[],"[""Exfoliant"", ""Irritant""]","[""Type of volcanic rock characterized by its porous nature"", ""Often used to scrub rough, calloused patches of skin"", ""Pumice powder (pumicite) is sometimes used as a manual exfoliant"", ""Poses a significant risk of skin irritation and barrier disruption""]"
Potentilla Erecta Root Extract,Worst,"[""Hydration""]","[""Irritant"", ""Plant Extracts"", ""Humectant""]",[]
Pogostemon Cablin,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]",[]
Piper Nigrum,Worst,[],"[""Irritant"", ""Plant Extracts""]",[]
Pinus Palustris Oil,Worst,[],"[""Fragrance: Synthetic and Natural"", ""Irritant"", ""Plant Extracts""]","[""An essential oil also known as pine oil"", ""Derived from the twigs, leaves and needles of the Pinus palustris tree"", ""Used as a perfuming agent in cosmetics"", ""Contains skin-sensitizing volatile aromatic compounds""]"
