ingredient_name,rating,benefits,categories,functional_group,info,source
Triticum Aestivum Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Eriodictyon Crassifolium Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Simmondsia Chinensis Seed Oil 0.1%,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Elettaria Cardamomum Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Morus Nigra Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 42090,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Copernicia Cerifera Wax Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vanilla Planifolia Fruit Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Soleirolia Soleirolii Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tulipa Gesneriana Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Arnica Montana Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Clover Flower Ferment Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Astrocaryum Vulgare Kernel Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Zantedeschia Aethiopica Flower/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Jabara Peel Ferment Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Tussilago Farfara Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Melia Azadirachta Bark Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Physalis Peruviana Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrolyzed Rhodophyceae Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Paeonia Lactiflora Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Artemisia Vulgaris Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 77220,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Schizosaccharomyces Pombe Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Zea Mays Kernel Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sodium Shea Butterate,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Thujopsis Dolabrata Branch Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lycium Barbarum Callus Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Polygonum Cuspidatum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cirsium Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Grandis Fruit Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrastis Canadensis Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aloe Barbadensis Leaf Extract 74.44%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Camellia Sinensis Leaf Water 50%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Soybean Extract Ferment Filtrate,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rhizophora Mangle Extract 1%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Opuntia Coccinellifera Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Castanea Crenata Shell Extract 37.18%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Pumpkin Ferment Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Calendula Officinalis Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Raphanus Sativus Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Aurantium Amara Peel Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 42053,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Citrus Latifolia Peel Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Brassica Oleracea Italica Leaf/Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Junos Fruit Extract 82.37%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Opuntia Tuna Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Palmitoyl Camellia Sinensis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Communis Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Isochrysis Galbana Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrangea Paniculata Flower/Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Achillea Asiatica Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Daucus Carota Sativa Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chrysanthemum Morifolium Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sodium Silicate Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Myrothamnus Flabellifolia Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Amorphophallus Konjac Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Cerasus Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Bambusa Textilis Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Grandis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pancratium Maritimum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Avena Sativa Kernel Extract 1%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vitis Vinifera Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Phoenix Dactylifera Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Codium Fragile Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Mume Fruit Water 66.8%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrogenated Argania Spinosa Kernel Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Humulus Lupulus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Helianthus Annuus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cassia Alata Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sanguisorba Officinalis Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Vaccinium Myrtillus Fruit Extract 100%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Arisaema Amurense Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Soybean Ferment Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Malus Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cornus Mas Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cuscuta Japonica Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Agrimonia Pilosa Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oryza Sativa Extract 5%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Myrothamnus Flabellifolia Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aesculus Hippocastanum Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosa Damascena Flower Water 77%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hydrolyzed Corallina Officinalis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sphagnum Magellanicum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosmarinus Officinalis Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Paeonia Lactiflora Bark/Sap Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lavandula Spica Flower/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Morus Bombycis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aspalathus Linearis Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Viola Mandshurica Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Andrographis Paniculata Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Malus Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Butter Glycerides,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Hibiscus Sabdariffa Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Extract 20.97%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oryza Sativa Lees Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Draba Nemorosa Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Bambusa Vulgaris Extract 86%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Apium Graveolens Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Passiflora Edulis Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Houttuynia Cordata Extract 77%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Actinidia Deliciosa Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Salvia Officinalis Leaf Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cimicifuga Dahurica Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Polygonum Fagopyrum Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Saccharomyces/Nelumbo Nucifera Ferment Extract Filtrate,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sarothamnus Scoparius Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mentha Arvensis Herb Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Pterocarpus Soyauxii Wood Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lycium Chinense Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Avium Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Persica Fruit Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Solanum Lycopersicum Fruit/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Corylus Avellana Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Hydrolyzed Lupine Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sophora Japonica Bud Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pyrus Communis Flower Water 0.15%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Elettaria Cardamomum Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aorta Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Junos Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Tilia Cordata Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Hemerocallis Fulva Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sprout Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Foeniculum Vulgare Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Solanum Lycopersicum Callus Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Mentha Piperita Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosmarinus Officinalis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Cochlearia Armoracia Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 61565,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Saccharum Officinarum Juice Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Acer Palmatum Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Euglena Gracilis Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lactobacillus/Centella Asiatica Extract Ferment Filtrate,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Phyllostachys Nigra Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centaurea Cyanus Flower Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Aurantium Dulcis Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rosa Damascena Flower Water 48%,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Nelumbo Nucifera Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Prunus Avium Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Myristica Fragrans Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Pearl Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Taiwanofungus Camphoratus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Angelica Archangelica Callus Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Perilla Ocymoides Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Sargassum Muticum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Citrus Limon Peel Oil,Bad,[],"['Fragrance: Synthetic and Natural', 'Irritant', 'Plant Extracts']","['Sensory', 'Risks', 'Support']",[],Pattern
Gelidium Cartilagineum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Carica Papaya Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Artemisia Capillaris Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Leather Coral Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Gynostemma Pentaphyllum Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Morus Alba Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Oryza Sativa Callus Culture Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Gloiopeltis Furcata Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Asteriscus Graveolens Flower/Fruit/Leaf/Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Chamomilla Vulgaris Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Aloe Barbadensis Leaf Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ci 77492,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Pattern
Alpinia Zerumbet Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Scrophularia Buergeriana Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Ceratonia Siliqua Fruit Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Rubus Chamaemorus Seed Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Extract 50%,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Magnolia Kobus Flower Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Shea Butter Glycereth-8 Esters,Good,['Hydration'],['Emollient'],['Support'],[],Pattern
Polygala Tenuifolia Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Lilium Tigrinum Root Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Dipteryx Odorata Seed Oil,Good,['Hydration'],"['Emollient', 'Plant Extracts']",['Support'],[],Pattern
Hydrangea Macrophylla Leaf Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Centella Asiatica Leaf Water,Good,"['Hydration', 'Soothing']","['Humectant', 'Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
Apium Graveolens Stem Extract,Good,[],"['Plant Extracts', 'Antioxidant']","['Support', 'Actives']",[],Pattern
